_id,ltable_id,rtable_id,ltable_title,ltable_year,ltable_mpaa,ltable_runtime,ltable_genres,ltable_director,ltable_stars,ltable_gross,rtable_title,rtable_year,rtable_mpaa,rtable_runtime,rtable_genres,rtable_director,rtable_stars,rtable_gross,gold
3677692,3016,10373,The Bank Job,2008,R,111 min,"Crime, Drama, Romance",Roger Donaldson,"Jason Statham,Saffron Burrows,Stephen Campbell Moore,Daniel Mays",$30.03M,Highlander: The Source,2008,R,-1,Action,-1,Adrian Paul,-1,0
3678914,3547,10376,Home for the Holidays,1995,PG-13,103 min,"Comedy, Drama, Romance",Jodie Foster,"Holly Hunter,Anne Bancroft,Robert Downey Jr.,Charles Durning",$17.52M,Highlander III: The Sorcerer,1995,PG-13,-1,Action,-1,Christopher Lambert,-1,0
3713337,2507,10498,The Cove,2009,PG-13,92 min,"Documentary, Crime",Louie Psihoyos,"Richard O'Barry,Louie Psihoyos,Hardy Jones,Michael Illiff",$0.86M,Behind the Wall,2009,PG-13,-1,-1,-1,-1,-1,0
3720455,4213,10513,Mongol: The Rise of Genghis Khan,2007,R,126 min,"Action, Adventure, Biography",Sergei Bodrov,"Tadanobu Asano,Amadu Mamadakov,Khulan Chuluun,Honglei Sun",$5.70M,The Marsh,2007,R,-1,-1,-1,-1,-1,0
3727643,848,10526,The Lives of Others,2006,R,137 min,"Drama, Thriller",Florian Henckel von Donnersmarck,"Ulrich Mühe,Martina Gedeck,Sebastian Koch,Ulrich Tukur",$11.29M,Perfume: The Story of a Murderer,2006,R,-1,Drama,Tom Tykwer,Ben Whishaw,"$133,603,463",0
3758619,1595,10577,The King of Kong: A Fistful of Quarters,2007,PG-13,79 min,"Documentary, Biography, Sport",Seth Gordon,"Steve Wiebe,Billy Mitchell,Mark Alpiger,Adam Wood",$0.68M,The Invisible,2007,PG-13,97 minutes,Thriller/Suspense,David S. Goyer,Justin Chatwin,"$23,540,266",0
3769246,2070,10602,The Matador,2005,R,96 min,"Comedy, Crime, Drama",Richard Shepard,"Pierce Brosnan,Greg Kinnear,Hope Davis,Arlin Miller",$12.59M,The Devil's Rejects,2005,R,-1,Horror,Rob Zombie,-1,"$20,940,428",0
3770271,3116,10603,Midnight in the Garden of Good and Evil,1997,R,155 min,"Crime, Drama, Mystery",Clint Eastwood,"John Cusack,Kevin Spacey,Jack Thompson,Irma P. Hall",$25.08M,The Devil's Own,1997,R,107 minutes,Thriller/Suspense,Alan J. Pakula,"Harrison Ford,Brad Pitt","$140,900,000",0
3784539,804,10629,The Hunt,2012,R,115 min,Drama,Thomas Vinterberg,"Mads Mikkelsen,Thomas Bo Larsen,Annika Wedderkopp,Lasse Fogelstrøm",$0.69M,For the Love of Money,2012,R,93 minutes,Drama,Ellie Kanner,"Yuda Levi,Delphine Chaneac,Jeffrey Tambor,Steven Bauer,Jonathan Lipnicki,Edward Furlong,Oded Fehr,Paul Sorvino,James Caan",-1,0
3818103,2782,10712,The Replacements,2000,PG-13,118 min,"Comedy, Sport",Howard Deutch,"Keanu Reeves,Gene Hackman,Brooke Langton,Orlando Jones",$44.74M,The Perfect Storm,2000,PG-13,129 minutes,Drama,Wolfgang Petersen,"George Clooney,Diane Lane,William Fichtner","$328,711,434",0
3824221,853,10727,The Raid: Redemption,2011,R,101 min,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah",$4.11M,The Lie,2011,R,80 minutes,Black Comedy,Joshua Leonard,Joshua Leonard,-1,0
3836395,3827,10766,Invictus,2009,PG-13,134 min,"Biography, Drama, History",Clint Eastwood,"Morgan Freeman,Matt Damon,Tony Kgoroge,Patrick Mofokeng",$37.49M,Invictus,2009,PG-13,135 minutes,Drama,Clint Eastwood,"Morgan Freeman,Matt Damon","$124,514,011",1
3839121,1282,10783,The Road,2009,R,111 min,"Adventure, Drama",John Hillcoat,"Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee,Robert Duvall",$0.06M,The Devil's Ground,2009,R,-1,-1,-1,-1,-1,0
3855957,2664,10807,The People Under the Stairs,1991,R,102 min,"Comedy, Horror, Mystery",Wes Craven,"Brandon Quintin Adams,Everett McGill,Wendy Robie,A.J. Langer",$24.20M,For the Boys,1991,R,-1,Drama,-1,"Bette Midler,James Caan",-1,0
3865135,2528,10838,Chicago,2002,PG-13,113 min,"Comedy, Crime, Musical",Rob Marshall,"Renée Zellweger,Catherine Zeta-Jones,Richard Gere,Taye Diggs",$170.69M,Chicago,2002,PG-13,113 minutes,Musical,Rob Marshall,"Catherine Zeta-Jones,RenÃ©e Zellweger,Richard Gere","$306,770,545",1
3887344,2446,10911,The Lincoln Lawyer,2011,R,118 min,"Crime, Drama, Thriller",Brad Furman,"Matthew McConaughey,Marisa Tomei,Ryan Phillippe,William H. Macy",$58.01M,The Perfect Host,2011,R,93 minutes,Thriller/Suspense,Nick Tomnay,"David Hyde Pierce,Clayne Crawford","$51,587",0
3887651,853,10911,The Raid: Redemption,2011,R,101 min,"Action, Crime, Thriller",Gareth Evans,"Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah",$4.11M,The Perfect Host,2011,R,93 minutes,Thriller/Suspense,Nick Tomnay,"David Hyde Pierce,Clayne Crawford","$51,587",0
3902004,2701,10931,The Guest,2014,R,100 min,"Mystery, Thriller",Adam Wingard,"Dan Stevens,Sheila Kelley,Maika Monroe,Joel David Moore",$0.32M,The Liberator,2014,R,-1,Action,Ben Lettieri,-1,-1,0
3908780,3717,10951,"Two Days, One Night",2014,PG-13,95 min,Drama,Jean-Pierre Dardenne,"Luc Dardenne,Marion Cotillard,Fabrizio Rongione,Catherine Salée,Baptiste Sornin",$1.44M,Alongside Night,2014,PG-13,-1,Adventure,J. Neil Schulman,-1,-1,0
3917189,1657,10966,Before the Devil Knows You're Dead,2007,R,117 min,"Crime, Drama, Thriller",Sidney Lumet,"Philip Seymour Hoffman,Ethan Hawke,Albert Finney,Marisa Tomei",$7.08M,Introducing the Dwights,2007,R,-1,Drama,-1,-1,-1,0
3972333,3396,11080,The Barbarian Invasions,2003,R,99 min,"Comedy, Crime, Drama",Denys Arcand,"Rémy Girard,Dorothée Berryman,Stéphane Rousseau,Marie-Josée Croze",$3.43M,The Other Side of the Bed,2003,R,-1,-1,-1,-1,-1,0
3975669,442,11083,Before Sunrise,1995,R,101 min,"Drama, Romance",Richard Linklater,"Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl",$5.54M,Before Sunrise,1995,R,-1,Drama,Richard Linklater,-1,"$5,683,223",1
4014001,532,11160,Intolerance: Love's Struggle Throughout the Ages,1916,Not Rated,197 min,"Drama, History",D.W. Griffith,"Lillian Gish,Robert Harron,Mae Marsh,F.A. Turner",$2.18M,Intolerance,1916,Not Rated,197 minutes,-1,D.W. Griffith,-1,-1,1
4037527,4243,11218,The Life of David Gale,2003,R,130 min,"Crime, Drama, Thriller",Alan Parker,"Kevin Spacey,Kate Winslet,Laura Linney,Cleo King",$19.59M,The Good Thief,2003,R,-1,Drama,Neil Jordan,Nick Nolte,"$6,460,758",0
4038777,4083,11219,Foolish Wives,1922,Not Rated,117 min,"Drama, Thriller",Erich von Stroheim,"Rudolph Christians,Miss DuPont,Maude George,Mae Busch",$0.40M,Foolish Wives,1922,Not Rated,384 minutes,Drama,Erich von Stroheim,-1,-1,1
4047898,2405,11270,Hellboy II: The Golden Army,2008,PG-13,120 min,"Action, Adventure, Fantasy",Guillermo del Toro,"Ron Perlman,Selma Blair,Doug Jones,John Alexander",$75.75M,Justice League - The New Frontier,2008,PG-13,75 minutes,Action,-1,-1,-1,0
4049256,2139,11271,The Wind Rises,2013,PG-13,126 min,"Animation, Biography, Drama",Hayao Miyazaki,"Hideaki Anno,Hidetoshi Nishijima,Miori Takimoto,Masahiko Nishimura",$5.21M,Justice League: The Flashpoint Paradox,2013,PG-13,-1,Action,Jay Oliva,-1,-1,0
4099665,573,11407,Kramer vs. Kramer,1979,PG,105 min,Drama,Robert Benton,"Dustin Hoffman,Meryl Streep,Jane Alexander,Justin Henry",$106.26M,Kramer vs. Kramer,1979,PG,105 minutes,Drama,Robert Benton,"Dustin Hoffman,Meryl Streep",-1,1
4121995,2522,11496,The English Patient,1996,R,162 min,"Drama, Romance, War",Anthony Minghella,"Ralph Fiennes,Juliette Binoche,Willem Dafoe,Kristin Scott Thomas",$78.65M,The People vs. Larry Flynt,1996,R,-1,Drama,Milos Forman,-1,-1,0
4148683,714,11573,"Good Morning, Vietnam",1987,R,121 min,"Biography, Comedy, Drama",Barry Levinson,"Robin Williams,Forest Whitaker,Tung Thanh Tran,Chintara Sukapatana",$123.92M,Good Morning Vietnam,1987,R,120 minutes,Comedy,Barry Levinson,Robin Williams,-1,1
4173296,632,11672,Becket,1964,PG-13,148 min,"Biography, Drama, History",Peter Glenville,"Richard Burton,Peter O'Toole,John Gielgud,Gino Cervi",-1,Becket,1964,PG-13,-1,Drama,-1,-1,-1,1
4260440,4148,11901,But I'm a Cheerleader,1999,R,85 min,"Comedy, Drama, Romance",Jamie Babbit,"Natasha Lyonne,Clea DuVall,Michelle Williams,Brandt Wille",$2.21M,A Map of the World,1999,R,127 minutes,Drama,Elliot Scott,"Sigourney Weaver,Julianne Moore",-1,0
4270276,2870,11928,Lethal Weapon 4,1998,R,127 min,"Action, Crime, Thriller",Richard Donner,"Mel Gibson,Danny Glover,Joe Pesci,Rene Russo",$130.44M,Lethal Weapon 4,1998,R,127 minutes,Action,Richard Donner,"Danny Glover,Mel Gibson","$285,400,000",1
4283768,1282,11950,The Road,2009,R,111 min,"Adventure, Drama",John Hillcoat,"Viggo Mortensen,Charlize Theron,Kodi Smit-McPhee,Robert Duvall",$0.06M,The International,2009,R,118 minutes,Thriller/Suspense,Tom Tykwer,"Clive Owen,Naomi Watts","$53,850,527",0
4293649,3662,11995,"Batman: The Dark Knight Returns, Part 1",2012,PG-13,76 min,"Animation, Action, Adventure",Jay Oliva,"Peter Weller,Ariel Winter,David Selby,Wade Williams",-1,The Good Doctor,2012,PG-13,90 minutes,Drama,Lance Daly,"Orlando Bloom,Riley Keough","$16,448",0
4300031,53,12012,Do the Right Thing,1989,R,120 min,"Comedy, Drama",Spike Lee,"Danny Aiello,Ossie Davis,Ruby Dee,Richard Edson",$27.55M,The Fly II,1989,R,-1,Horror,-1,-1,-1,0
4302093,3071,12013,The Kid Stays in the Picture,2002,R,93 min,"Documentary, Biography",Nanette Burstein,"Brett Morgen,Robert Evans,Eddie Albert,Peter Bart,Charlie Bluhdorn",$1.43M,The ChÃ¢teau,2002,R,-1,Comedy,-1,-1,-1,0
4321803,878,12092,A Beautiful Mind,2001,PG-13,135 min,"Biography, Drama",Ron Howard,"Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer",$170.74M,A Beautiful Mind,2001,PG-13,134 minutes,Drama,Ron Howard,Russell Crowe,"$317,668,058",1
4385011,2625,12253,The Fabulous Baker Boys,1989,R,114 min,"Drama, Music, Romance",Steve Kloves,"Jeff Bridges,Michelle Pfeiffer,Beau Bridges,Ellie Raab",$16.82M,A Nightmare On Elm Street: The Dream Child,1989,R,-1,Horror,Stephen Hopkins,-1,-1,0
4388684,2108,12261,The Way of the Gun,2000,R,119 min,"Action, Crime, Drama",Christopher McQuarrie,"Ryan Phillippe,Benicio Del Toro,Juliette Lewis,Taye Diggs",$6.06M,The Original Kings of Comedy,2000,R,-1,Concert/Performance,Spike Lee,Cedric the Entertainer,"$38,236,338",0
4393407,2580,12280,The Devil's Rejects,2005,R,107 min,"Crime, Horror",Rob Zombie,"Sid Haig,Sheri Moon Zombie,Bill Moseley,William Forsythe",$17.04M,The Beautiful Country,2005,R,-1,Drama,-1,-1,"$875,108",0
4410178,913,12331,Under the Skin,2013,R,108 min,"Drama, Sci-Fi, Thriller",Jonathan Glazer,"Scarlett Johansson,Jeremy McWilliams,Lynsey Taylor Mackay,Dougie McConnell",$2.61M,The Lesser Blessed,2013,R,86 minutes,Drama,Anita Doron,-1,-1,0
4417113,2624,12357,Insomnia,2002,R,118 min,"Drama, Mystery, Thriller",Christopher Nolan,"Al Pacino,Robin Williams,Hilary Swank,Martin Donovan",$67.36M,Insomnia,2002,R,118 minutes,Thriller/Suspense,Christopher Nolan,"Al Pacino,Robin Williams","$113,622,499",1
4421052,1503,12367,The Talented Mr. Ripley,1999,R,139 min,"Crime, Drama, Thriller",Anthony Minghella,"Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett",$81.30M,The Insider,1999,R,158 minutes,Drama,Michael Mann,"Al Pacino,Russell Crowe","$60,265,197",0
4541126,2931,12715,The Whole Nine Yards,2000,R,98 min,"Comedy, Crime",Jonathan Lynn,"Bruce Willis,Matthew Perry,Rosanna Arquette,Michael Clarke Duncan",$57.26M,The Opportunists,2000,R,-1,Drama,-1,-1,-1,0
4601461,1583,12870,The Aviator,2004,PG-13,170 min,"Biography, Drama, History",Martin Scorsese,"Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,John C. Reilly",$102.61M,Flight of the Phoenix,2004,PG-13,113 minutes,Adventure,John Moore,"Dennis Quaid,Giovanni Ribisi,Tyrese Gibson,Miranda Otto","$34,009,180",0
4605865,842,12882,The Artist,2011,PG-13,100 min,"Comedy, Drama, Romance",Michel Hazanavicius,"Jean Dujardin,Bérénice Bejo,John Goodman,James Cromwell",$44.67M,The Chaperone,2011,PG-13,103 minutes,Comedy,Stephen Herek,"Paul ""Triple H"" Levesque,Ariel Winter,Kevin Corrigan,Jose Zuniga",-1,0
4610445,2984,12897,The Imposter,2012,R,99 min,"Documentary, Biography",Bart Layton,"Adam O'Brian,Nicholas Barclay,Carey Gibson,Bryan Gibson",$0.89M,Klovn: The Movie,2012,R,91 minutes,Black Comedy,Mikkel Norgaard,"Frank Hvam,Casper Christensen,Marcuz Jess Petersen",-1,0
4619323,4237,12919,Tenacious D in The Pick of Destiny,2006,R,93 min,"Adventure, Comedy, Music",Liam Lynch,"Jack Black,Kyle Gass,JR Reed,Ronnie James Dio",$8.32M,Night of the Living Dead 3-D,2006,R,-1,-1,Jeff Broadstreet,-1,-1,0
4661806,2984,13041,The Imposter,2012,R,99 min,"Documentary, Biography",Bart Layton,"Adam O'Brian,Nicholas Barclay,Carey Gibson,Bryan Gibson",$0.89M,The Helpers,2012,R,-1,Horror,-1,-1,-1,0
4662136,1447,13041,The Place Beyond the Pines,2012,R,140 min,"Crime, Drama, Thriller",Derek Cianfrance,"Ryan Gosling,Bradley Cooper,Eva Mendes,Craig Van Hook",$21.38M,The Helpers,2012,R,-1,Horror,-1,-1,-1,0
4685538,1708,13133,The Muppets,2011,PG,103 min,"Adventure, Comedy, Family",James Bobin,"Amy Adams,Jason Segel,Chris Cooper,Rashida Jones",$88.63M,Judy Moody and the Not Bummer Summer,2011,PG,91 minutes,Adventure,John Schultz,"Jordana Beatty,Parris Mosteller,Heather Graham","$17,029,882",0
4690380,2602,13137,Married to the Mob,1988,R,104 min,"Comedy, Crime, Romance",Jonathan Demme,"Michelle Pfeiffer,Alec Baldwin,Paul Lazar,Captain Haggerty",$21.49M,Night of the Demons,1988,R,-1,Horror,Kevin Tenney,-1,-1,0
4705557,776,13171,The Wolf of Wall Street,2013,R,180 min,"Biography, Comedy, Crime",Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey",$116.90M,The Baytown Outlaws,2013,R,98 minutes,Comedy,Barry Battles,"Billy Bob Thornton,Eva Longoria,Andre Braugher,Clayne Crawford,Daniel Cudmore,Michael Rapaport,Travis Fimmel,Paul Wesley,Thomas Brodie-Sangster,ZoÃ« Bell",-1,0
4710013,1305,13185,The Italian Job,2003,PG-13,111 min,"Action, Crime, Thriller",F. Gary Gray,"Donald Sutherland,Mark Wahlberg,Edward Norton,Charlize Theron",$106.13M,The Man Without a Past,2003,PG-13,-1,Comedy,-1,-1,-1,0
4715584,662,13189,The Man with the Golden Gun,1974,PG,125 min,"Action, Adventure, Thriller",Guy Hamilton,"Roger Moore,Christopher Lee,Britt Ekland,Maud Adams",$20.97M,The Man with the Golden Gun,1974,PG,125 minutes,Action,Guy Hamilton,Roger Moore,"$97,600,000",0
4715808,1314,13189,Murder on the Orient Express,1974,PG,128 min,"Crime, Drama, Mystery",Sidney Lumet,"Albert Finney,Lauren Bacall,Ingrid Bergman,Sean Connery",-1,The Man with the Golden Gun,1974,PG,125 minutes,Action,Guy Hamilton,Roger Moore,"$97,600,000",0
4757114,990,13297,Exit Through the Gift Shop,2010,R,87 min,"Documentary, Comedy, Crime",Banksy,"Banksy,Mr. Brainwash,Space Invader,Debora Guetta",$3.29M,Going the Distance,2010,R,109 minutes,Romantic Comedy,Nanette Burstein,"Drew Berrymore,Justin Long","$43,603,990",0
4774811,2594,13339,Lord of War,2005,R,122 min,"Crime, Drama, Thriller",Andrew Niccol,"Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan",$24.15M,Juarez: Stages of Fear,2005,R,-1,Drama,-1,-1,-1,0
4776863,2807,13344,The Opposite of Sex,1998,R,105 min,Comedy,Don Roos,"Christina Ricci,Martin Donovan,Lisa Kudrow,Lyle Lovett",$5.88M,The Night Flier,1998,R,-1,Horror,-1,-1,-1,0
4812482,201,13403,The King's Speech,2010,R,118 min,"Biography, Drama",Tom Hooper,"Colin Firth,Geoffrey Rush,Helena Bonham Carter,Derek Jacobi",$138.80M,Legion: The Final Exorcism,2010,R,-1,Horror,-1,-1,-1,0
4824123,3049,13436,The House of the Devil,2009,R,95 min,Horror,Ti West,"Jocelin Donahue,Tom Noonan,Mary Woronov,Greta Gerwig",$0.10M,The Informant!,2009,R,108 minutes,Thriller/Suspense,Steven Soderbergh,Matt Damon,"$41,771,168",0
4838082,2372,13506,The Grey,2011,R,117 min,"Action, Adventure, Drama",Joe Carnahan,"Liam Neeson,Dermot Mulroney,Frank Grillo,Dallas Roberts",$51.58M,The Chameleon,2011,R,100 minutes,Thriller/Suspense,Jean-Paul Salome,"Marc-Andre Grondin,Famke Janssen,Ellen Barkin,Emilie de Ravin",-1,0
4850801,142,13525,The Devil's Backbone,2001,R,106 min,"Drama, Horror",Guillermo del Toro,"Marisa Paredes,Eduardo Noriega,Federico Luppi,Fernando Tielve",$0.75M,Kiss of the Dragon,2001,R,-1,Action,Chris Nahon,-1,-1,0
4857641,3089,13537,The Salton Sea,2002,R,103 min,"Crime, Drama, Mystery",D.J. Caruso,"Val Kilmer,Vincent D'Onofrio,Adam Goldberg,Luis Guzmán",$0.76M,Night at the Golden Eagle,2002,R,-1,-1,-1,-1,-1,0
4858371,1006,13539,The Big Short,2015,R,130 min,"Biography, Comedy, Drama",Adam McKay,"Christian Bale,Steve Carell,Ryan Gosling,Brad Pitt",$70.26M,The Night Before,2015,R,101 minutes,Comedy,Jonathan Levine,"Joseph Gordon-Levitt,Seth Rogen,Anthony Mackie","$52,427,346",0
4872603,612,13556,Hedwig and the Angry Inch,2001,R,95 min,"Comedy, Drama, Music",John Cameron Mitchell,"John Cameron Mitchell,Miriam Shor,Stephen Trask,Theodore Liscinski",$3.03M,The Man Who Cried,2001,R,100 minutes,Drama,Sally Potter,"Christina Ricci,Cate Blanchett,John Turturro,Johnny Depp","$1,790,840",0
4906606,1058,13648,The Cabin in the Woods,2012,R,95 min,"Fantasy, Horror",Drew Goddard,"Kristen Connolly,Chris Hemsworth,Anna Hutchison,Fran Kranz",$42.07M,The Demented,2012,R,-1,Horror,-1,-1,-1,0
4916500,2388,13683,The Birdcage,1996,R,117 min,Comedy,Mike Nichols,"Robin Williams,Nathan Lane,Gene Hackman,Dianne Wiest",$124.06M,The Chamber,1996,R,-1,Drama,James Foley,-1,-1,0
4929794,2979,13717,The Savages,2007,R,113 min,"Comedy, Drama",Tamara Jenkins,"Laura Linney,Philip Seymour Hoffman,Philip Bosco,Peter Friedman",$6.61M,Journey to the End of the Night,2007,R,-1,Drama,-1,-1,-1,0
4933152,3841,13720,The Hand That Rocks the Cradle,1992,R,110 min,"Drama, Thriller",Curtis Hanson,"Annabella Sciorra,Rebecca De Mornay,Matt McCoy,Ernie Hudson",$88.04M,Night and the City,1992,R,-1,Drama,-1,Robert De Niro,-1,0
4975633,2169,13790,The Cooler,2003,R,101 min,"Crime, Drama, Fantasy",Wayne Kramer,"William H. Macy,Maria Bello,Alec Baldwin,Shawn Hatosy",$8.24M,The Legend of Suriyothai,2003,R,-1,-1,-1,-1,-1,0
4975659,2257,13790,A Tale of Two Sisters,2003,R,115 min,"Drama, Horror, Mystery",Jee-woon Kim,"Kap-su Kim,Jung-ah Yum,Soo-jung Lim,Geun-young Moon",-1,The Legend of Suriyothai,2003,R,-1,-1,-1,-1,-1,0
4983890,4125,13797,The Bourne Legacy,2012,PG-13,135 min,"Action, Adventure, Mystery",Tony Gilroy,"Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn",$113.20M,The Legend of Hellâ€™s Gate: An American Conspiracy,2012,PG-13,108 minutes,Western,Tanner Beard,"Eric Balfour,Lou Taylor Pucci,Tanner Beard",-1,0
4985974,719,13799,The Fall,2006,R,117 min,"Adventure, Comedy, Drama",Tarsem Singh,"Lee Pace,Catinca Untaru,Justine Waddell,Kim Uylenbroek",$2.28M,The Alibi,2006,R,-1,Comedy,-1,-1,-1,0
4987831,2880,13800,The Theory of Everything,2014,PG-13,123 min,"Biography, Drama, Romance",James Marsh,"Eddie Redmayne,Felicity Jones,Tom Prior,Sophie Perry",$35.89M,The Legend of Hercules,2014,PG-13,98 minutes,Adventure,Renny Harlin,Kellan Lutz,"$58,953,319",0
5013109,1016,13878,Easy A,2010,PG-13,92 min,"Comedy, Drama, Romance",Will Gluck,"Emma Stone,Amanda Bynes,Penn Badgley,Dan Byrd",$58.40M,Five Dollars a Day,2010,PG-13,-1,-1,-1,Christopher Walken,-1,0
5045928,3159,13963,The Ninth Gate,1999,R,133 min,"Mystery, Thriller",Roman Polanski,"Johnny Depp,Frank Langella,Lena Olin,Emmanuelle Seigner",$18.66M,Man of the Century,1999,R,-1,-1,-1,-1,-1,0
5086057,167,14020,The Dark Knight,2008,PG-13,152 min,"Action, Crime, Thriller",Christopher Nolan,"Christian Bale,Heath Ledger,Aaron Eckhart,Michael Caine",$534.86M,Indiana Jones and the Kingdom of the Crystal Skull,2008,PG-13,123 minutes,Adventure,Steven Spielberg,"Harrison Ford,Cate Blanchett,Karen Allen,Ray Winstone,Shia LaBeouf","$786,635,413",0
5097781,518,14048,The Texas Chain Saw Massacre,1974,R,83 min,Horror,Tobe Hooper,"Marilyn Burns,Edwin Neal,Allen Danziger,Paul A. Partain",$30.86M,The Godfather: Part II,1974,R,-1,-1,Francis Ford Coppola,Al Pacino,-1,0
5128064,3586,14119,The Messenger,2009,R,113 min,"Drama, Romance, War",Oren Moverman,"Ben Foster,Samantha Morton,Woody Harrelson,Jena Malone",$0.07M,Only the Brave,2009,R,-1,-1,-1,-1,-1,0
5131203,3855,14126,Batman: Year One,2011,PG-13,64 min,"Animation, Action, Crime",Sam Liu,"Lauren Montgomery,Bryan Cranston,Ben McKenzie,Eliza Dushku,Jon Polito",-1,Batman Year One,2011,PG-13,64 minutes,Action,Sam Liu,-1,-1,1
5164567,3820,14195,The Proposal,2009,PG-13,108 min,"Comedy, Drama, Romance",Anne Fletcher,"Sandra Bullock,Ryan Reynolds,Mary Steenburgen,Craig T. Nelson",$163.96M,The Indian,2009,PG-13,-1,-1,Ineke Houtman,-1,-1,0
5180519,2333,14237,Me and Earl and the Dying Girl,2015,PG-13,105 min,"Comedy, Drama",Alfonso Gomez-Rejon,"Thomas Mann,RJ Cyler,Olivia Cooke,Nick Offerman",$6.74M,Deli Man: The Movie,2015,PG-13,91 minutes,Documentary,Erik Greenberg Anjou,-1,-1,0
5187861,264,14263,The Double Life of Veronique,1991,R,98 min,"Drama, Fantasy, Music",Krzysztof Kieslowski,"Irène Jacob,Wladyslaw Kowalski,Halina Gryglaszewska,Kalina Jedrusik",$2.00M,The Fisher King,1991,R,-1,Drama,Terry Gilliam,Robin Williams,-1,0
5198828,776,14291,The Wolf of Wall Street,2013,R,180 min,"Biography, Comedy, Crime",Martin Scorsese,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey",$116.90M,The Kings of Summer,2013,R,95 minutes,Comedy,Jordan Vogt-Roberts,"Nick Robinson,Gabriel Basso,Moises Arias","$1,362,609",0
5203476,990,14298,Exit Through the Gift Shop,2010,R,87 min,"Documentary, Comedy, Crime",Banksy,"Banksy,Mr. Brainwash,Space Invader,Debora Guetta",$3.29M,The Kingâ€™s Speech,2010,R,118 minutes,Drama,Tom Hooper,"Colin Firth,Geoffrey Rush,Helena Bonham Carter","$430,821,168",0
5203977,1791,14298,The Man from Nowhere,2010,R,119 min,"Action, Crime, Thriller",Jeong-beom Lee,"Bin Won,Sae-ron Kim,Tae-hoon Kim,Hee-won Kim",$0.01M,The Kingâ€™s Speech,2010,R,118 minutes,Drama,Tom Hooper,"Colin Firth,Geoffrey Rush,Helena Bonham Carter","$430,821,168",0
5206066,4010,14301,The Nines,2007,R,100 min,"Drama, Fantasy, Mystery",John August,"Ryan Reynolds,Hope Davis,Melissa McCarthy,Elle Fanning",$0.06M,The Kingdom,2007,R,111 minutes,Action,Peter Berg,"Jamie Foxx,Jennifer Garner","$86,509,602",0
5210636,3771,14317,The Great Beauty,2013,Not Rated,141 min,Drama,Paolo Sorrentino,"Toni Servillo,Carlo Verdone,Sabrina Ferilli,Carlo Buccirosso",$2.85M,One Track Heart: The Story of Krishna Das,2013,Not Rated,72 minutes,Documentary,Jeremy Frindel,-1,-1,0
5222374,2257,14346,A Tale of Two Sisters,2003,R,115 min,"Drama, Horror, Mystery",Jee-woon Kim,"Kap-su Kim,Jung-ah Yum,Soo-jung Lim,Geun-young Moon",-1,A Man Apart,2003,R,109 minutes,Action,F. Gary Gray,Vin Diesel,"$43,797,731",0
5242731,3139,14393,The Boy in the Striped Pajamas,2008,PG-13,94 min,"Drama, War",Mark Herman,"Asa Butterfield,David Thewlis,Rupert Friend,Zac Mattoon O'Brien",$9.03M,The Incredible Hulk,2008,PG-13,112 minutes,Adventure,Louis Leterrier,Edward Norton,"$265,573,859",0
5258529,885,14418,The Station Agent,2003,R,89 min,"Comedy, Drama",Tom McCarthy,"Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin",$5.74M,The Hebrew Hammer,2003,R,-1,-1,-1,-1,"$90,213",0
5258785,2942,14418,Touching the Void,2003,R,106 min,"Documentary, Adventure, Drama",Kevin Macdonald,"Simon Yates,Joe Simpson,Brendan Mackey,Nicholas Aaron",$4.58M,The Hebrew Hammer,2003,R,-1,-1,-1,-1,"$90,213",0
5272764,30,14446,The Dark Knight Rises,2012,PG-13,164 min,"Action, Thriller",Christopher Nolan,"Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman",$448.14M,The First Time,2012,PG-13,100 minutes,Romantic Comedy,Jonathan Kasdan,"Dylan Oâ€™Brien,Britt Robertson,Victoria Justice,Craig Roberts,James Frecheville",-1,0
5285490,1660,14464,A History of Violence,2005,R,96 min,"Crime, Drama, Thriller",David Cronenberg,"Viggo Mortensen,Maria Bello,Ed Harris,William Hurt",$31.49M,Kingdom of Heaven,2005,R,148 minutes,Adventure,Ridley Scott,"Orlando Bloom,Eva Green","$218,853,353",0
5294894,1397,14487,The Descendants,2011,R,115 min,"Comedy, Drama",Alexander Payne,"George Clooney,Shailene Woodley,Amara Miller,Nick Krause",$82.58M,Nexus: The Drug Conspiracy,2011,R,-1,-1,-1,-1,-1,0
